HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR_OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
1361,5,8,34,97,10,54,14,6,12,23,5,39,2,7,2,10,0,49,0,2,1,1,1,1
1362,2,3,28,72,45,7,16,6,14,12,5,24,2,6,4,64,1,24,1,2,1,1,1,1
1363,7,8,21,54,33,2,20,5,15,5,1,38,3,7,7,78,1,18,0,1,1,1,1,1
1364,5,8,49,20,36,45,54,7,3,17,2,31,1,5,3,83,0,67,1,4,1,1,1,1
1365,2,3,27,55,52,35,40,3,16,12,1,55,3,4,10,64,1,27,0,1,1,1,1,1
1366,8,4,60,48,18,34,16,7,17,14,1,26,2,2,7,69,0,29,1,2,1,1,1,1
1367,4,9,30,5,40,86,39,6,16,19,1,56,3,4,8,92,1,28,0,1,1,1,1,1
1368,5,6,11,56,16,37,57,4,4,6,5,33,3,7,3,18,1,38,1,1,1,1,1,1
1369,9,9,52,1,38,64,29,3,10,21,5,37,1,8,4,46,1,33,1,2,1,1,1,1
1370,2,8,33,19,38,68,28,6,5,17,0,38,3,7,8,51,0,59,1,2,1,1,1,1
1371,9,1,56,94,13,9,43,7,15,19,1,50,2,8,5,29,1,26,0,2,1,1,1,1
1372,8,3,34,89,27,40,32,5,18,27,4,54,1,3,10,74,0,65,1,1,1,1,1,1
1373,7,4,47,9,39,54,44,5,2,5,4,39,3,6,2,94,0,27,1,2,1,1,1,1
1374,8,3,18,74,30,70,13,1,8,27,4,52,1,2,9,13,1,36,1,1,1,1,1,1
1375,9,9,57,12,45,73,20,6,9,8,3,29,3,6,10,24,0,51,0,2,1,1,1,1
1376,4,6,56,44,23,59,45,1,3,17,0,42,2,4,2,54,0,18,1,2,1,1,1,1
1377,4,7,40,100,42,25,22,4,2,23,4,45,2,6,2,88,0,50,1,2,1,1,1,1
1378,9,2,56,59,58,11,10,7,19,23,3,55,3,2,8,90,0,49,1,1,1,1,1,1
1379,2,3,35,46,36,12,33,6,14,25,4,54,3,1,2,86,0,50,0,1,1,1,1,1
1380,6,4,52,1,43,91,44,4,16,14,2,29,3,1,9,56,1,23,0,2,1,1,1,1
1381,8,2,59,39,12,20,57,7,13,17,4,25,1,3,3,17,1,70,0,2,1,1,1,1
1382,6,7,32,54,36,40,11,5,16,21,3,41,2,4,5,39,0,54,1,1,1,1,1,1
1383,4,8,58,98,42,73,45,3,4,11,0,25,2,6,10,50,0,42,0,1,1,1,1,1
1384,9,9,12,21,45,87,12,2,12,11,0,60,2,1,10,43,1,56,0,3,1,1,1,1
1385,1,7,59,42,39,96,37,6,8,29,5,31,1,5,7,58,0,45,1,2,1,1,1,1
1386,9,6,58,65,31,38,58,2,7,17,1,31,1,4,3,85,1,38,1,2,1,1,1,1
1387,8,8,58,94,24,91,29,5,16,22,2,43,2,3,8,41,0,46,0,2,1,1,1,1
1388,1,1,55,65,14,88,14,4,2,11,5,53,2,3,3,40,0,44,1,2,1,1,1,1
1389,3,5,15,40,24,71,52,3,17,7,5,23,3,2,3,83,0,59,0,1,1,1,1,1
1390,3,2,55,19,53,8,15,2,20,11,1,51,2,5,3,63,0,51,1,2,1,1,1,1
1391,7,2,30,44,21,69,52,6,20,18,1,26,3,7,7,92,0,33,0,1,1,1,1,1
1392,4,6,19,83,26,94,25,2,5,18,1,32,1,4,9,41,1,42,0,1,1,1,1,1
1393,3,6,32,52,17,32,45,5,16,28,1,26,3,3,8,60,1,41,0,2,1,1,1,1
1394,1,7,46,41,55,13,60,5,4,18,0,16,1,8,4,59,1,57,0,4,1,1,1,1
1395,1,7,20,41,43,24,10,3,11,30,2,13,3,7,2,72,0,41,0,1,1,1,1,1
1396,9,5,30,44,60,7,19,7,15,16,2,47,3,8,3,62,0,26,1,1,1,1,1,1
1397,3,2,18,33,48,88,30,2,18,13,2,10,2,1,10,95,0,31,1,1,1,1,1,1
1398,3,1,58,18,43,35,32,4,15,13,4,19,1,1,7,73,1,44,0,2,1,1,1,1
1399,3,9,39,24,41,52,42,6,5,17,2,11,2,3,9,39,1,45,1,4,1,1,1,1
1400,4,1,19,25,12,8,34,4,15,28,4,21,3,5,9,85,0,64,1,1,1,1,1,1
1401,1,5,43,72,13,81,45,1,7,20,1,35,3,3,2,48,1,32,1,2,1,1,1,1
1402,1,1,13,75,43,94,58,7,12,26,3,48,3,7,10,78,0,31,1,1,1,1,1,1
1403,8,2,60,13,48,97,31,3,3,27,2,22,3,6,5,17,1,24,0,2,1,1,1,1
1404,1,7,38,98,52,82,11,7,8,21,4,44,1,5,2,50,0,33,0,1,1,1,1,1
1405,3,5,56,10,23,45,29,7,15,18,2,21,2,2,10,54,0,50,0,4,1,1,1,1
1406,2,1,59,10,33,92,26,5,12,22,2,47,1,7,4,97,1,35,1,2,1,1,1,1
1407,7,3,30,35,36,50,58,7,7,12,3,44,1,6,3,47,1,53,1,4,1,1,1,1
1408,1,6,31,13,15,71,56,7,13,20,2,14,1,1,2,57,0,55,1,4,1,1,1,1
1409,3,7,30,91,57,19,33,2,7,6,3,18,1,5,2,89,1,20,0,1,1,1,1,1
1410,2,1,18,43,56,2,44,4,9,28,4,24,3,2,10,51,0,22,0,1,1,1,1,1
1411,5,2,38,39,17,100,39,2,9,14,1,43,3,4,10,83,1,32,0,2,1,1,1,1
1412,3,9,21,72,33,53,31,5,4,24,5,41,2,2,3,38,1,23,0,1,1,1,1,1
1413,9,2,22,52,51,94,20,6,4,10,0,25,2,7,5,64,1,50,1,1,1,1,1,1
1414,5,7,16,79,45,45,53,7,4,24,2,20,3,7,4,21,0,27,0,1,1,1,1,1
1415,9,1,11,88,48,40,26,5,2,24,1,14,2,2,6,20,0,63,0,4,1,1,1,1
1416,1,3,11,83,33,25,41,2,18,22,2,22,3,7,5,46,0,43,1,1,1,1,1,1
1417,5,7,23,94,24,94,58,3,17,29,1,30,3,1,10,96,0,20,0,1,1,1,1,1
1418,6,7,13,91,34,34,52,4,20,28,0,57,3,3,9,60,1,67,1,1,1,1,1,1
1419,5,7,45,94,59,61,16,3,11,27,4,37,3,7,4,39,0,40,1,1,1,1,1,1
1420,2,6,39,67,41,25,26,7,17,23,0,55,3,5,6,65,1,39,1,2,1,1,1,1
1421,9,4,56,72,25,50,54,7,14,16,1,32,1,3,4,41,1,35,0,2,1,1,1,1
1422,4,6,35,58,57,34,36,5,15,16,1,39,2,8,7,57,0,36,1,1,1,1,1,1
1423,8,5,26,38,27,23,40,2,8,9,1,35,1,6,9,13,0,30,1,1,1,1,1,1
1424,4,2,29,91,56,78,18,1,9,22,0,26,2,6,10,60,1,35,0,3,1,1,1,1
1425,9,7,60,67,15,21,47,6,8,8,1,18,1,7,7,75,0,26,1,2,1,1,1,1
1426,6,2,48,56,10,83,28,6,19,15,1,25,3,4,7,95,0,56,1,2,1,1,1,1
1427,9,2,53,84,45,14,21,1,20,19,1,33,3,6,6,25,1,65,1,3,1,1,1,1
1428,8,2,24,76,16,83,37,1,4,7,0,18,3,5,9,49,1,61,0,1,1,1,1,1
1429,9,1,15,79,57,78,19,7,4,12,2,59,2,1,6,64,0,61,0,1,1,1,1,1
1430,1,8,11,53,40,22,48,3,8,21,0,30,1,3,2,49,0,42,0,1,1,1,1,1
1431,9,8,32,60,26,43,11,7,7,14,3,59,1,3,9,97,0,34,1,1,1,1,1,1
1432,9,2,35,54,22,63,35,5,5,17,4,34,3,4,5,69,0,20,0,2,1,1,1,1
1433,3,5,59,28,19,38,55,4,9,8,1,21,1,8,4,27,1,37,1,2,1,1,1,1
1434,1,4,11,78,18,20,59,2,9,11,4,29,3,1,7,76,0,31,0,1,1,1,1,1
1435,2,7,54,11,58,94,13,2,15,25,0,60,3,7,6,84,0,38,1,3,1,1,1,1
1436,3,7,59,13,33,43,53,6,10,29,4,26,2,1,5,13,1,40,0,4,1,1,1,1
1437,6,6,38,11,32,27,39,7,2,29,0,55,2,5,2,58,0,54,0,2,1,1,1,1
1438,9,7,29,49,10,59,49,4,6,23,3,30,2,5,9,64,0,20,1,2,1,1,1,1
1439,5,2,21,100,54,42,60,6,16,12,4,38,1,5,3,82,1,30,0,1,1,1,1,1
1440,8,1,24,85,37,23,33,3,16,30,3,12,1,1,2,31,0,41,1,4,1,1,1,1
1441,7,3,31,4,59,14,22,1,2,13,3,55,2,4,7,29,1,58,0,2,1,1,1,1
1442,5,8,58,98,59,64,41,7,3,12,4,20,2,8,10,25,1,44,0,1,1,1,1,1
1443,8,3,48,93,33,15,24,1,8,5,1,49,3,4,8,24,1,21,1,2,1,1,1,1
1444,5,5,27,2,24,51,10,2,9,11,4,32,1,6,5,27,1,49,1,2,1,1,1,1
1445,1,1,15,51,60,23,55,6,12,21,3,22,1,2,4,64,0,21,0,1,1,1,1,1
1446,9,3,47,59,59,96,52,2,8,20,1,38,3,4,6,50,1,60,0,1,1,1,1,1
1447,5,7,47,25,41,30,30,2,6,7,1,21,1,1,4,25,0,50,1,4,1,1,1,1
1448,3,7,12,71,18,23,17,2,3,21,1,33,3,3,3,100,0,36,1,1,1,1,1,1
1449,8,4,60,79,34,81,20,1,5,14,5,34,1,8,2,43,1,57,0,2,1,1,1,1
1450,3,1,32,88,20,2,50,3,9,28,4,28,1,6,3,88,0,61,0,1,1,1,1,1
1451,2,9,50,38,60,56,16,2,4,6,1,47,2,8,9,60,1,56,1,3,1,1,1,1
1452,2,9,54,92,51,56,54,7,2,15,3,21,2,8,4,10,0,33,0,4,1,1,1,1
1453,3,8,33,66,43,16,27,5,17,28,5,40,3,8,8,20,0,51,1,1,1,1,1,1
1454,4,3,33,63,26,26,46,3,6,16,5,18,2,6,5,59,0,60,1,4,1,1,1,1
1455,2,6,24,95,22,100,34,6,9,23,3,42,1,6,10,71,0,39,1,2,1,1,1,1
1456,3,9,28,44,14,78,18,6,13,9,0,40,1,4,9,66,1,42,0,2,1,1,1,1
1457,5,2,56,52,34,31,46,1,7,30,5,53,1,4,2,45,1,35,0,4,1,1,1,1
1458,1,1,31,4,33,15,14,7,14,12,5,21,3,3,2,90,0,29,1,4,1,1,1,1
1459,3,5,59,77,25,33,35,4,14,14,3,57,1,8,7,28,1,54,1,2,1,1,1,1
1460,9,9,24,87,40,15,31,3,19,17,3,48,3,4,10,11,0,59,0,1,1,1,1,1
1461,3,1,32,90,11,59,57,3,20,30,5,59,3,6,3,60,1,30,1,1,1,1,1,1
1462,1,2,23,47,46,18,22,5,20,13,1,33,2,6,6,83,0,43,1,1,1,1,1,1
1463,5,3,33,6,18,44,57,6,11,19,4,16,1,3,7,33,1,70,1,4,1,1,1,1
1464,8,1,10,23,10,16,60,7,4,9,3,28,1,3,9,79,1,48,1,2,1,1,1,1
1465,4,7,35,66,40,32,45,1,7,27,2,25,2,2,8,91,0,42,0,1,1,1,1,1
1466,3,7,26,10,53,52,26,3,2,26,0,27,2,2,6,10,1,67,1,1,1,1,1,1
1467,6,5,47,51,50,50,49,3,13,23,3,38,2,3,5,23,0,22,0,1,1,1,1,1
1468,5,4,12,28,42,34,28,6,3,8,1,15,1,4,8,44,0,67,1,1,1,1,1,1
1469,9,4,56,33,22,47,58,6,16,20,4,42,3,6,3,95,0,62,1,2,1,1,1,1
1470,7,9,45,22,53,30,23,7,10,8,5,12,1,2,2,51,0,19,0,4,1,1,1,1
1471,9,2,56,55,52,44,43,5,17,18,3,13,1,2,3,67,0,24,0,1,1,1,1,1
1472,9,9,32,97,11,42,21,5,19,12,3,35,1,3,8,81,1,36,0,2,1,1,1,1
1473,3,7,30,100,53,84,25,2,6,12,1,29,1,8,3,64,1,68,0,3,1,1,1,1
1474,6,3,48,26,44,95,13,3,16,7,0,35,1,8,2,29,0,36,0,1,1,1,1,1
1475,3,9,35,98,59,90,36,2,7,18,0,54,1,7,9,66,1,53,0,1,1,1,1,1
1476,2,1,17,26,52,72,43,2,5,26,1,39,3,6,9,64,1,44,0,1,1,1,1,1
1477,1,9,44,78,18,82,21,4,3,21,4,59,3,7,4,96,1,34,0,2,1,1,1,1
1478,4,2,41,68,58,21,48,6,9,6,3,11,1,5,4,84,0,63,1,4,1,1,1,1
1479,8,2,11,86,31,56,31,4,13,15,4,45,3,1,8,43,1,42,0,1,1,1,1,1
1480,5,6,38,83,31,91,27,5,3,25,2,46,2,6,7,10,0,41,1,1,1,1,1,1
1481,6,9,53,32,32,23,43,6,16,22,3,30,1,4,6,86,1,37,0,4,1,1,1,1
1482,6,1,40,61,18,3,50,7,19,5,0,22,3,1,6,49,1,26,1,4,1,1,1,1
1483,2,5,41,20,55,38,11,2,13,28,1,37,1,8,5,64,0,54,1,3,1,1,1,1
1484,3,3,47,5,60,91,51,1,5,12,0,59,2,4,6,17,1,29,1,3,1,1,1,1
1485,6,4,48,48,12,4,20,6,13,8,5,39,2,5,8,81,0,39,0,1,1,1,1,1
1486,3,9,18,88,26,76,29,3,17,11,3,23,2,2,9,47,1,67,0,2,1,1,1,1
1487,9,6,41,21,55,62,24,3,4,23,5,36,2,3,8,95,0,36,0,1,1,1,1,1
1488,3,7,29,6,20,86,13,5,4,25,3,31,2,2,7,83,1,18,0,2,1,1,1,1
1489,8,7,25,5,42,2,50,6,7,21,4,18,3,5,10,94,0,25,0,1,1,1,1,1
1490,4,9,19,75,47,46,57,2,19,21,3,32,2,5,3,27,1,30,1,1,1,1,1,1
1491,2,4,22,70,34,87,35,5,2,22,2,31,1,5,2,54,1,51,0,2,1,1,1,1
1492,2,9,47,5,33,41,20,3,17,7,1,30,1,8,9,32,0,68,0,2,1,1,1,1
1493,7,1,11,39,58,74,52,2,19,16,5,44,2,3,7,26,0,68,0,1,1,1,1,1
1494,7,9,19,46,52,43,58,5,19,24,4,47,3,5,6,40,1,28,1,1,1,1,1,1
1495,9,9,22,52,30,85,54,4,16,6,1,29,3,1,3,90,1,38,1,1,1,1,1,1
1496,5,5,45,40,53,58,48,3,16,8,1,49,3,1,6,80,0,37,1,1,1,1,1,1
1497,5,3,38,55,43,25,41,1,9,6,1,52,2,7,3,93,0,43,0,1,1,1,1,1
1498,3,7,39,44,56,65,32,7,14,17,2,37,2,7,6,95,1,53,1,4,1,1,1,1
1499,4,3,25,61,15,85,16,2,5,14,4,21,3,6,9,22,1,39,1,2,1,1,1,1
1500,9,6,44,64,55,40,41,6,17,27,0,19,2,8,9,95,1,26,1,1,1,1,1,1
1501,5,1,36,50,51,23,35,7,19,11,2,32,1,7,6,27,1,19,0,4,1,1,1,1
1502,5,2,60,92,47,45,26,6,10,18,4,18,3,1,2,81,0,19,0,4,1,1,1,1
1503,4,4,41,20,11,35,29,6,19,12,0,15,1,1,9,44,1,20,0,2,1,1,1,1
1504,8,6,54,91,53,88,19,4,13,19,1,25,3,5,6,21,1,48,0,1,1,1,1,1
1505,4,1,32,83,46,91,56,3,2,25,3,16,3,2,4,52,1,37,0,1,1,1,1,1
1506,7,4,46,41,29,8,49,6,18,26,2,26,3,3,2,95,1,37,1,4,1,1,1,1
1507,9,5,20,46,18,6,32,3,4,8,2,39,1,1,8,11,0,19,1,2,1,1,1,1
1508,6,6,17,29,33,80,59,5,5,9,0,41,1,4,2,50,1,63,0,4,1,1,1,1
1509,3,8,39,79,22,65,48,2,17,20,2,15,3,7,2,11,1,49,0,1,1,1,1,1
1510,1,2,50,15,42,8,18,1,2,16,1,46,2,2,6,91,1,66,1,3,1,1,1,1
1511,9,1,54,87,38,58,23,5,13,20,5,28,2,7,3,30,1,31,1,2,1,1,1,1
1512,5,7,10,17,16,94,12,1,6,28,3,24,2,2,7,25,0,47,0,2,1,1,1,1
1513,1,1,33,54,42,50,18,4,6,5,3,57,3,4,6,93,0,47,1,1,1,1,1,1
1514,3,2,56,39,40,10,48,1,18,10,1,37,2,3,5,61,0,21,0,1,1,1,1,1
1515,7,4,18,72,19,100,50,1,16,7,4,50,1,1,7,59,1,22,1,1,1,1,1,1
1516,6,7,16,39,43,92,43,3,5,6,2,42,1,8,7,90,0,18,1,1,1,1,1,1
1517,4,4,34,80,51,30,22,1,20,9,3,18,1,1,7,32,0,51,0,4,1,1,1,1
1518,4,2,15,50,48,33,47,2,20,18,2,53,2,2,3,71,1,35,0,1,1,1,1,1
1519,1,6,23,50,50,65,57,7,10,19,5,32,3,4,5,75,0,52,1,4,1,1,1,1
1520,2,4,11,94,24,38,42,3,9,5,0,26,2,8,9,96,1,28,0,2,1,1,1,1
1521,7,5,48,46,27,23,38,2,16,23,2,13,2,1,7,44,0,56,1,4,1,1,1,1
1522,7,4,57,89,52,86,10,1,20,19,0,45,2,1,7,31,0,60,0,3,1,1,1,1
1523,5,2,21,63,47,50,48,5,16,25,1,32,1,5,4,43,1,38,1,4,1,1,1,1
1524,8,2,54,69,39,41,39,6,12,25,0,35,2,8,3,29,1,21,0,1,1,1,1,1
1525,1,7,16,45,31,6,19,3,18,23,4,10,3,1,7,60,0,18,0,1,1,1,1,1
1526,7,3,32,97,25,55,35,7,4,14,0,46,1,4,6,78,1,47,1,1,1,1,1,1
1527,9,1,34,5,15,70,16,1,4,14,4,13,1,6,9,83,0,61,1,2,1,1,1,1
1528,5,7,11,11,59,84,41,7,19,9,4,27,2,4,4,32,0,30,1,1,1,1,1,1
1529,7,3,22,38,29,72,31,2,13,10,4,44,3,7,5,15,1,64,0,4,1,1,1,1
1530,9,9,20,51,26,10,50,2,5,20,1,50,1,2,9,72,0,35,1,1,1,1,1,1
1531,3,2,31,14,35,20,44,3,5,6,4,12,2,8,6,45,0,18,1,2,1,1,1,1
1532,4,2,32,47,54,56,49,2,20,13,4,27,1,3,5,19,1,22,0,1,1,1,1,1
1533,1,5,54,7,11,94,33,4,6,13,1,11,3,2,4,16,1,68,0,4,1,1,1,1
1534,9,1,28,89,17,41,54,2,14,5,1,59,2,1,5,99,1,23,1,1,1,1,1,1
1535,2,5,27,22,22,48,20,6,18,16,3,57,3,6,9,56,1,29,1,1,1,1,1,1
1536,1,9,58,26,18,7,52,4,16,19,0,14,3,7,3,98,0,62,1,4,1,1,1,1
1537,2,6,33,87,11,46,58,4,13,12,2,27,2,8,5,39,1,51,1,2,1,1,1,1
1538,6,8,39,65,40,73,36,3,9,28,0,14,3,4,5,51,1,56,0,2,1,1,1,1
1539,4,7,30,54,13,62,12,7,16,25,4,37,3,8,5,67,1,66,1,2,1,1,1,1
1540,5,4,49,67,50,46,11,7,15,19,2,23,3,4,10,97,1,58,1,1,1,1,1,1
1541,6,1,30,97,52,80,13,2,4,23,4,55,2,1,8,22,0,26,0,4,1,1,1,1
1542,8,6,16,75,56,3,55,5,2,28,5,59,3,6,9,60,1,52,0,1,1,1,1,1
1543,1,4,15,54,55,66,42,2,8,24,5,12,1,7,2,67,0,59,0,4,1,1,1,1
1544,2,7,57,76,13,29,30,4,4,15,5,41,2,2,2,73,1,56,0,2,1,1,1,1
1545,8,6,55,55,40,87,32,3,3,27,4,58,1,1,10,70,0,25,0,1,1,1,1,1
1546,9,7,31,5,33,83,14,6,17,25,0,43,3,5,5,76,0,28,0,2,1,1,1,1
1547,3,1,32,10,28,9,32,4,15,11,3,15,3,8,4,33,1,64,1,1,1,1,1,1
1548,7,3,50,84,43,52,31,6,12,27,4,29,3,1,7,76,1,25,1,4,1,1,1,1
1549,2,2,48,3,56,11,21,1,7,26,0,38,3,2,9,32,1,45,1,3,1,1,1,1
1550,7,3,38,84,47,66,40,5,2,10,4,44,1,7,5,11,1,63,0,1,1,1,1,1
1551,6,1,46,69,24,37,11,2,5,25,1,31,2,7,10,11,1,41,0,2,1,1,1,1
1552,6,9,18,70,50,25,18,6,18,27,4,16,1,3,9,69,1,38,0,2,1,1,1,1
1553,5,8,59,69,56,62,21,1,18,15,3,27,2,8,3,65,1,28,0,1,1,1,1,1
1554,8,4,14,28,12,45,40,6,3,7,3,52,2,4,5,42,1,45,1,2,1,1,1,1
1555,3,2,60,88,57,32,41,2,6,16,4,17,3,2,9,45,1,54,0,4,1,1,1,1
1556,3,4,41,7,56,22,47,1,13,5,1,54,3,4,5,10,0,23,1,3,1,1,1,1
1557,8,3,36,39,27,10,16,6,20,21,5,58,1,2,2,74,0,18,0,2,1,1,1,1
1558,5,2,24,83,26,31,36,3,13,11,3,24,1,8,4,62,1,52,1,1,1,1,1,1
1559,7,9,34,6,39,40,54,7,9,30,4,55,3,1,4,21,0,25,0,1,1,1,1,1
1560,9,7,12,11,59,3,25,4,5,30,5,34,1,5,8,77,1,55,0,1,1,1,1,1
1561,1,5,48,51,32,21,26,5,3,26,5,57,2,3,8,55,1,38,1,2,1,1,1,1
1562,5,8,51,56,47,12,43,7,5,27,2,23,2,8,9,44,0,20,0,1,1,1,1,1
1563,1,2,26,90,14,61,54,1,13,21,0,58,3,8,3,59,0,24,1,2,1,1,1,1
1564,6,1,58,98,10,63,21,3,8,10,5,51,3,4,3,55,1,36,1,1,1,1,1,1
1565,9,4,58,18,50,8,47,2,12,20,2,45,1,1,4,83,1,25,1,4,1,1,1,1
1566,8,9,57,57,59,36,30,1,7,25,1,10,2,8,10,87,0,61,0,4,1,1,1,1
1567,7,6,46,100,39,65,34,6,2,9,5,33,3,5,10,96,0,48,1,1,1,1,1,1
1568,9,6,23,55,29,14,44,5,14,30,4,31,1,5,8,14,0,57,0,1,1,1,1,1
1569,5,4,46,73,28,80,24,5,20,28,4,18,1,1,7,60,1,69,0,2,1,1,1,1
1570,9,3,54,83,39,58,26,6,11,22,5,49,2,6,5,98,1,25,1,2,1,1,1,1
1571,8,7,57,5,16,24,43,1,8,25,0,53,1,8,10,19,0,56,1,1,1,1,1,1
1572,9,1,46,47,11,16,33,5,17,8,3,40,2,3,2,48,1,64,0,2,1,1,1,1
1573,9,2,28,48,39,93,19,6,2,14,1,52,3,8,2,27,1,54,0,1,1,1,1,1
1574,6,3,29,75,25,60,20,1,15,24,3,59,2,1,7,49,0,32,0,2,1,1,1,1
1575,5,6,47,91,45,26,53,3,2,8,0,33,3,8,2,12,0,62,0,2,1,1,1,1
1576,5,5,17,41,29,93,49,7,11,24,1,12,1,6,6,75,1,65,1,1,1,1,1,1
1577,6,7,57,44,55,45,10,4,13,15,4,34,3,2,9,45,1,20,1,1,1,1,1,1
1578,4,7,53,84,21,26,36,6,14,15,0,19,1,7,2,18,0,61,0,4,1,1,1,1
1579,9,9,22,27,36,38,49,2,17,17,4,46,1,2,4,45,0,65,0,1,1,1,1,1
1580,1,5,13,57,17,68,32,4,2,26,0,13,1,6,6,91,0,31,0,1,1,1,1,1
1581,4,2,11,93,21,52,48,6,12,26,0,38,2,1,5,71,0,68,0,1,1,1,1,1
1582,6,1,55,17,16,21,18,2,20,25,0,15,1,5,10,93,0,54,1,4,1,1,1,1
1583,9,2,49,87,13,51,58,6,11,18,5,30,1,6,8,74,1,53,1,2,1,1,1,1
1584,7,2,25,50,58,76,54,1,19,11,4,16,2,1,4,47,1,58,1,4,1,1,1,1
1585,2,8,44,37,22,88,27,3,10,21,4,47,1,6,9,82,1,56,0,2,1,1,1,1
1586,8,6,57,65,44,21,52,6,18,11,2,25,1,4,4,84,1,70,1,4,1,1,1,1
1587,2,9,10,44,60,23,40,2,11,16,2,31,1,7,9,34,1,40,0,1,1,1,1,1
1588,4,1,60,21,13,51,56,7,18,25,3,55,2,2,5,88,0,37,1,2,1,1,1,1
1589,8,9,36,30,29,34,19,5,19,28,1,27,2,4,10,93,0,35,0,2,1,1,1,1
1590,4,3,53,49,12,2,14,6,14,9,3,19,3,7,5,43,0,32,1,2,1,1,1,1
1591,2,5,15,79,29,76,40,4,12,27,2,44,1,8,3,18,1,66,1,1,1,1,1,1
1592,5,5,15,96,28,59,41,1,19,20,4,40,1,2,6,63,1,36,0,1,1,1,1,1
1593,8,9,49,41,17,50,28,3,8,28,3,29,1,3,6,43,1,45,0,2,1,1,1,1
1594,9,7,44,25,22,52,16,1,12,11,4,45,1,3,9,20,0,25,1,2,1,1,1,1
1595,6,9,23,13,19,100,26,3,5,17,1,49,3,7,10,22,1,51,0,1,1,1,1,1
1596,5,9,22,40,21,53,24,2,13,16,3,37,1,5,5,19,1,22,1,2,1,1,1,1
1597,4,9,37,72,59,84,50,7,6,13,5,42,1,7,9,43,0,32,0,1,1,1,1,1
1598,9,6,24,53,26,10,32,5,3,22,0,40,1,3,5,65,1,47,0,1,1,1,1,1
1599,8,3,49,61,27,67,41,3,16,7,2,27,1,5,9,49,1,27,1,4,1,1,1,1
1600,2,9,50,34,27,67,18,5,16,30,5,25,2,1,6,100,1,55,0,2,1,1,1,1
1601,7,2,10,43,11,43,31,6,2,9,5,55,2,5,6,36,1,31,0,1,1,1,1,1
1602,9,5,57,96,28,72,35,6,11,5,2,28,3,5,5,23,1,53,0,2,1,1,1,1
1603,4,1,17,76,43,52,41,5,15,6,2,46,2,1,10,24,0,52,0,1,1,1,1,1
1604,2,9,46,60,19,8,57,1,12,30,1,28,1,5,9,34,0,39,0,2,1,1,1,1
1605,6,1,25,15,36,20,46,2,3,13,3,32,1,6,3,39,0,40,0,4,1,1,1,1
1606,9,6,30,89,44,11,25,4,12,19,4,51,1,5,6,40,0,69,0,1,1,1,1,1
1607,8,4,27,53,47,81,22,6,12,16,4,52,3,7,3,96,0,24,1,1,1,1,1,1
1608,3,5,58,71,25,15,21,1,6,27,3,14,2,2,5,40,1,22,0,2,1,1,1,1
1609,7,6,10,32,28,34,60,6,10,12,5,36,1,7,10,88,1,50,0,1,1,1,1,1
1610,4,2,18,85,14,13,22,3,4,29,3,59,1,7,3,77,1,30,0,1,1,1,1,1
1611,3,3,33,23,43,35,60,7,13,28,2,47,1,4,10,91,1,64,1,1,1,1,1,1
1612,8,7,47,22,24,65,28,7,4,30,3,11,3,4,2,22,1,44,0,2,1,1,1,1
1613,9,3,32,4,56,26,19,6,9,11,1,42,1,1,10,91,1,61,1,1,1,1,1,1
1614,2,4,59,79,29,94,50,5,13,5,0,42,2,7,6,37,0,39,1,2,1,1,1,1
1615,4,2,10,81,22,41,36,2,19,16,0,10,1,3,7,49,0,56,1,4,1,1,1,1
1616,7,8,26,22,50,99,27,2,6,23,0,17,3,5,10,42,0,33,1,2,1,1,1,1
1617,7,2,45,51,19,99,35,3,19,18,1,47,3,2,3,50,1,69,1,2,1,1,1,1
1618,4,4,50,4,26,32,35,1,10,24,1,34,2,4,6,37,1,26,1,1,1,1,1,1
1619,9,8,40,98,20,19,44,4,19,15,1,45,1,3,3,26,1,23,1,1,1,1,1,1
1620,2,7,27,90,13,48,20,1,13,15,2,33,2,2,10,68,1,62,1,3,1,1,1,1
1621,2,4,53,82,25,85,25,1,16,14,3,10,1,6,3,65,0,39,0,4,1,1,1,1
1622,2,1,40,42,20,20,28,3,4,5,5,40,1,2,3,37,1,62,1,1,1,1,1,1
1623,4,1,26,93,58,62,27,1,9,25,2,22,1,2,2,22,1,43,0,1,1,1,1,1
1624,4,8,22,63,29,97,60,7,20,19,1,10,3,4,6,46,1,29,0,4,1,1,1,1
1625,1,1,27,67,59,33,13,2,18,30,2,49,3,4,5,16,1,39,1,1,1,1,1,1
1626,8,8,18,25,37,18,60,5,19,29,4,30,1,2,9,18,0,23,1,2,1,1,1,1
1627,2,7,48,18,51,62,38,3,12,16,5,49,1,6,6,71,0,32,0,2,1,1,1,1
1628,3,2,48,89,30,11,50,7,8,28,3,55,1,1,5,13,1,26,0,2,1,1,1,1
1629,9,1,10,61,24,69,46,7,19,18,4,54,3,2,10,65,0,58,1,1,1,1,1,1
1630,8,8,39,24,37,92,17,7,9,12,3,10,1,8,2,60,0,63,1,4,1,1,1,1
